country_code,bw,s1g_chan,s1g_op_class,global_op_class,centre_freq_mhz,duty_cycle_ap,duty_cycle_sta,country,tx_power_max,duty_cycle_omit_ctrl_resp,pkt_spacing_ms,airtime_min_ms,airtime_max_ms,map_5g_chan
AL,1,1,6,66,863.5,10.0,2.8,Albania,16.13,False,0.0,0.0,0.0,132
AL,1,3,6,66,864.5,10.0,2.8,Albania,16.13,False,0.0,0.0,0.0,136
AL,1,5,6,66,865.5,10.0,2.8,Albania,16.13,False,0.0,0.0,0.0,36
AL,1,7,6,66,866.5,10.0,2.8,Albania,16.13,False,0.0,0.0,0.0,40
AL,1,9,6,66,867.5,10.0,2.8,Albania,16.13,False,0.0,0.0,0.0,44
AL,2,2,7,67,864.0,10.0,2.8,Albania,16.13,False,0.0,0.0,0.0,134
AL,2,6,7,67,866.0,10.0,2.8,Albania,16.13,False,0.0,0.0,0.0,38
AR,1,27,1,68,915.5,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,112
AR,1,29,1,68,916.5,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,116
AR,1,31,1,68,917.5,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,120
AR,1,33,1,68,918.5,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,124
AR,1,35,1,68,919.5,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,128
AR,1,37,1,68,920.5,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,149
AR,1,39,1,68,921.5,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,153
AR,1,41,1,68,922.5,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,157
AR,1,43,1,68,923.5,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,161
AR,1,45,1,68,924.5,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,165
AR,1,47,1,68,925.5,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,169
AR,1,49,1,68,926.5,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,173
AR,1,51,1,68,927.5,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,177
AR,2,30,2,69,917.0,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,118
AR,2,34,2,69,919.0,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,126
AR,2,38,2,69,921.0,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,151
AR,2,42,2,69,923.0,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,159
AR,2,46,2,69,925.0,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,167
AR,2,50,2,69,927.0,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,175
AR,4,32,3,70,918.0,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,122
AR,4,40,3,70,922.0,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,155
AR,4,48,3,70,926.0,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,171
AR,8,44,4,71,924.0,100.0,100.0,Argentina,36.0,False,0.0,0.0,0.0,163
AT,1,1,6,66,863.5,10.0,2.8,Austria,16.13,False,0.0,0.0,0.0,132
AT,1,3,6,66,864.5,10.0,2.8,Austria,16.13,False,0.0,0.0,0.0,136
AT,1,5,6,66,865.5,10.0,2.8,Austria,16.13,False,0.0,0.0,0.0,36
AT,1,7,6,66,866.5,10.0,2.8,Austria,16.13,False,0.0,0.0,0.0,40
AT,1,9,6,66,867.5,10.0,2.8,Austria,16.13,False,0.0,0.0,0.0,44
AT,2,2,7,67,864.0,10.0,2.8,Austria,16.13,False,0.0,0.0,0.0,134
AT,2,6,7,67,866.0,10.0,2.8,Austria,16.13,False,0.0,0.0,0.0,38
AT,1,31,30,77,916.9,10.0,2.8,Austria,16.13,False,0.0,0.0,0.0,120
AT,1,33,30,77,917.9,10.0,2.8,Austria,16.13,False,0.0,0.0,0.0,124
AT,1,35,30,77,918.9,10.0,2.8,Austria,16.13,False,0.0,0.0,0.0,128
AU,1,27,22,68,915.5,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,112
AU,1,29,22,68,916.5,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,116
AU,1,31,22,68,917.5,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,120
AU,1,33,22,68,918.5,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,124
AU,1,35,22,68,919.5,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,128
AU,1,37,22,68,920.5,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,149
AU,1,39,22,68,921.5,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,153
AU,1,41,22,68,922.5,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,157
AU,1,43,22,68,923.5,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,161
AU,1,45,22,68,924.5,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,165
AU,1,47,22,68,925.5,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,169
AU,1,49,22,68,926.5,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,173
AU,1,51,22,68,927.5,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,177
AU,2,30,23,69,917.0,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,118
AU,2,34,23,69,919.0,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,126
AU,2,38,23,69,921.0,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,151
AU,2,42,23,69,923.0,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,159
AU,2,46,23,69,925.0,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,167
AU,2,50,23,69,927.0,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,175
AU,4,32,24,70,918.0,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,122
AU,4,40,24,70,922.0,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,155
AU,4,48,24,70,926.0,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,171
AU,8,44,25,71,924.0,100.0,100.0,Australia 2020,30.0,False,0.0,0.0,0.0,163
AU,1,28,22,50,916.0,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,36
AU,1,30,22,50,917.0,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,40
AU,1,32,22,50,918.0,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,44
AU,1,34,22,50,919.0,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,48
AU,1,36,22,50,920.0,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,52
AU,1,38,22,50,921.0,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,56
AU,1,40,22,50,922.0,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,60
AU,1,42,22,50,923.0,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,64
AU,1,44,22,50,924.0,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,116
AU,1,46,22,50,925.0,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,120
AU,1,48,22,50,926.0,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,124
AU,1,50,22,50,927.0,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,128
AU,2,29,23,51,916.5,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,38
AU,2,33,23,51,918.5,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,46
AU,2,37,23,51,920.5,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,54
AU,2,41,23,51,922.5,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,62
AU,2,45,23,51,924.5,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,118
AU,2,49,23,51,926.5,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,126
AU,4,31,24,52,917.5,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,42
AU,4,39,24,52,921.5,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,58
AU,4,47,24,52,925.5,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,122
AU,8,35,25,53,919.5,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,50
AU,8,43,25,53,923.5,100.0,100.0,Australia,30.0,False,0.0,0.0,0.0,114
AU,4,51,39,48,919.5,100.0,100.0,Australia Proposed,30.0,False,0.0,0.0,0.0,155
AU,4,59,39,48,923.5,100.0,100.0,Australia Proposed,30.0,False,0.0,0.0,0.0,171
AU,8,55,40,49,921.5,100.0,100.0,Australia Proposed,30.0,False,0.0,0.0,0.0,163
BA,1,1,6,66,863.5,10.0,2.8,Bosnia and Herzegovina,16.13,False,0.0,0.0,0.0,132
BA,1,3,6,66,864.5,10.0,2.8,Bosnia and Herzegovina,16.13,False,0.0,0.0,0.0,136
BA,1,5,6,66,865.5,10.0,2.8,Bosnia and Herzegovina,16.13,False,0.0,0.0,0.0,36
BA,1,7,6,66,866.5,10.0,2.8,Bosnia and Herzegovina,16.13,False,0.0,0.0,0.0,40
BA,1,9,6,66,867.5,10.0,2.8,Bosnia and Herzegovina,16.13,False,0.0,0.0,0.0,44
BA,2,2,7,67,864.0,10.0,2.8,Bosnia and Herzegovina,16.13,False,0.0,0.0,0.0,134
BA,2,6,7,67,866.0,10.0,2.8,Bosnia and Herzegovina,16.13,False,0.0,0.0,0.0,38
BE,1,1,6,66,863.5,10.0,2.8,Belgium,16.13,False,0.0,0.0,0.0,132
BE,1,3,6,66,864.5,10.0,2.8,Belgium,16.13,False,0.0,0.0,0.0,136
BE,1,5,6,66,865.5,10.0,2.8,Belgium,16.13,False,0.0,0.0,0.0,36
BE,1,7,6,66,866.5,10.0,2.8,Belgium,16.13,False,0.0,0.0,0.0,40
BE,1,9,6,66,867.5,10.0,2.8,Belgium,16.13,False,0.0,0.0,0.0,44
BE,2,2,7,67,864.0,10.0,2.8,Belgium,16.13,False,0.0,0.0,0.0,134
BE,2,6,7,67,866.0,10.0,2.8,Belgium,16.13,False,0.0,0.0,0.0,38
BE,1,31,30,77,916.9,10.0,2.8,Belgium,16.13,False,0.0,0.0,0.0,120
BE,1,33,30,77,917.9,10.0,2.8,Belgium,16.13,False,0.0,0.0,0.0,124
BE,1,35,30,77,918.9,10.0,2.8,Belgium,16.13,False,0.0,0.0,0.0,128
BG,1,1,6,66,863.5,10.0,2.8,Bulgaria,16.13,False,0.0,0.0,0.0,132
BG,1,3,6,66,864.5,10.0,2.8,Bulgaria,16.13,False,0.0,0.0,0.0,136
BG,1,5,6,66,865.5,10.0,2.8,Bulgaria,16.13,False,0.0,0.0,0.0,36
BG,1,7,6,66,866.5,10.0,2.8,Bulgaria,16.13,False,0.0,0.0,0.0,40
BG,1,9,6,66,867.5,10.0,2.8,Bulgaria,16.13,False,0.0,0.0,0.0,44
BG,2,2,7,67,864.0,10.0,2.8,Bulgaria,16.13,False,0.0,0.0,0.0,134
BG,2,6,7,67,866.0,10.0,2.8,Bulgaria,16.13,False,0.0,0.0,0.0,38
BG,1,33,30,77,917.9,10.0,2.8,Bulgaria,16.13,False,0.0,0.0,0.0,124
BG,1,35,30,77,918.9,10.0,2.8,Bulgaria,16.13,False,0.0,0.0,0.0,128
BR,1,1,1,68,902.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,132
BR,1,3,1,68,903.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,136
BR,1,5,1,68,904.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,36
BR,1,7,1,68,905.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,40
BR,1,9,1,68,906.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,44
BR,2,2,2,69,903.0,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,134
BR,2,6,2,69,905.0,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,38
BR,1,27,1,68,915.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,112
BR,1,29,1,68,916.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,116
BR,1,31,1,68,917.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,120
BR,1,33,1,68,918.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,124
BR,1,35,1,68,919.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,128
BR,1,37,1,68,920.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,149
BR,1,39,1,68,921.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,153
BR,1,41,1,68,922.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,157
BR,1,43,1,68,923.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,161
BR,1,45,1,68,924.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,165
BR,1,47,1,68,925.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,169
BR,1,49,1,68,926.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,173
BR,1,51,1,68,927.5,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,177
BR,2,30,2,69,917.0,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,118
BR,2,34,2,69,919.0,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,126
BR,2,38,2,69,921.0,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,151
BR,2,42,2,69,923.0,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,159
BR,2,46,2,69,925.0,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,167
BR,2,50,2,69,927.0,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,175
BR,4,32,3,70,918.0,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,122
BR,4,40,3,70,922.0,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,155
BR,4,48,3,70,926.0,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,171
BR,8,44,4,71,924.0,100.0,100.0,Brazil,36.0,False,0.0,0.0,0.0,163
CA,1,1,1,68,902.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,132
CA,1,3,1,68,903.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,136
CA,1,5,1,68,904.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,36
CA,1,7,1,68,905.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,40
CA,1,9,1,68,906.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,44
CA,1,11,1,68,907.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,48
CA,1,13,1,68,908.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,52
CA,1,15,1,68,909.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,56
CA,1,17,1,68,910.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,60
CA,1,19,1,68,911.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,64
CA,1,21,1,68,912.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,100
CA,1,23,1,68,913.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,104
CA,1,25,1,68,914.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,108
CA,1,27,1,68,915.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,112
CA,1,29,1,68,916.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,116
CA,1,31,1,68,917.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,120
CA,1,33,1,68,918.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,124
CA,1,35,1,68,919.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,128
CA,1,37,1,68,920.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,149
CA,1,39,1,68,921.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,153
CA,1,41,1,68,922.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,157
CA,1,43,1,68,923.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,161
CA,1,45,1,68,924.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,165
CA,1,47,1,68,925.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,169
CA,1,49,1,68,926.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,173
CA,1,51,1,68,927.5,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,177
CA,2,2,2,69,903.0,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,134
CA,2,6,2,69,905.0,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,38
CA,2,10,2,69,907.0,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,46
CA,2,14,2,69,909.0,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,54
CA,2,18,2,69,911.0,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,62
CA,2,22,2,69,913.0,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,102
CA,2,26,2,69,915.0,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,110
CA,2,30,2,69,917.0,100.0,100.0,Canada,36.0,False,0.0,0.0,0.0,118
